"","ID","Item","Rating","Order","Parenthesis","Modal_Label"
"1408","11_L4","X32_highlow_yes_1",73,"High-Low","Yes","must_possibly"
"1409","1_L5","X1_highlow_yes_1",45,"High-Low","Yes","must_probably"
"1410","2_L5","X1_highlow_yes_1",50,"High-Low","Yes","must_probably"
"1411","3_L5","X1_highlow_yes_1",65,"High-Low","Yes","must_probably"
"1412","4_L5","X1_highlow_yes_1",90,"High-Low","Yes","must_probably"
"1413","5_L5","X1_highlow_yes_1",80,"High-Low","Yes","must_probably"
"1414","6_L5","X1_highlow_yes_1",71,"High-Low","Yes","must_probably"
"1415","7_L5","X1_highlow_yes_1",65,"High-Low","Yes","must_probably"
"1416","8_L5","X1_highlow_yes_1",82,"High-Low","Yes","must_probably"
"1417","9_L5","X1_highlow_yes_1",10,"High-Low","Yes","must_probably"
"1418","10_L5","X1_highlow_yes_1",63,"High-Low","Yes","must_probably"
"1419","11_L5","X1_highlow_yes_1",79,"High-Low","Yes","must_probably"
"1420","1_L5","X2_lowonly_no_1",79,"Low","No","must_probably"
"1421","2_L5","X2_lowonly_no_1",51,"Low","No","must_probably"
"1422","3_L5","X2_lowonly_no_1",81,"Low","No","must_probably"
"1423","4_L5","X2_lowonly_no_1",95,"Low","No","must_probably"
"1424","5_L5","X2_lowonly_no_1",55,"Low","No","must_probably"
"1425","6_L5","X2_lowonly_no_1",70,"Low","No","must_probably"
"1426","7_L5","X2_lowonly_no_1",35,"Low","No","must_probably"
"1427","8_L5","X2_lowonly_no_1",74,"Low","No","must_probably"
"1428","9_L5","X2_lowonly_no_1",63,"Low","No","must_probably"
"1429","10_L5","X2_lowonly_no_1",50,"Low","No","must_probably"
"1430","11_L5","X2_lowonly_no_1",98,"Low","No","must_probably"
"1431","1_L5","X3_highonly_no_1",74,"High","No","must_probably"
"1432","2_L5","X3_highonly_no_1",18,"High","No","must_probably"
"1433","3_L5","X3_highonly_no_1",100,"High","No","must_probably"
"1434","4_L5","X3_highonly_no_1",96,"High","No","must_probably"
"1435","5_L5","X3_highonly_no_1",60,"High","No","must_probably"
"1436","6_L5","X3_highonly_no_1",85,"High","No","must_probably"
"1437","7_L5","X3_highonly_no_1",25,"High","No","must_probably"
"1438","8_L5","X3_highonly_no_1",97,"High","No","must_probably"
"1439","9_L5","X3_highonly_no_1",91,"High","No","must_probably"
"1440","10_L5","X3_highonly_no_1",56,"High","No","must_probably"
"1441","11_L5","X3_highonly_no_1",85,"High","No","must_probably"
"1442","1_L5","X4_lowhigh_no_1",45,"Low-High","No","must_probably"
"1443","2_L5","X4_lowhigh_no_1",71,"Low-High","No","must_probably"
"1444","3_L5","X4_lowhigh_no_1",60,"Low-High","No","must_probably"
"1445","4_L5","X4_lowhigh_no_1",92,"Low-High","No","must_probably"
"1446","5_L5","X4_lowhigh_no_1",60,"Low-High","No","must_probably"
"1447","6_L5","X4_lowhigh_no_1",75,"Low-High","No","must_probably"
"1448","7_L5","X4_lowhigh_no_1",70,"Low-High","No","must_probably"
"1449","8_L5","X4_lowhigh_no_1",74,"Low-High","No","must_probably"
"1450","9_L5","X4_lowhigh_no_1",9,"Low-High","No","must_probably"
"1451","10_L5","X4_lowhigh_no_1",70,"Low-High","No","must_probably"
"1452","11_L5","X4_lowhigh_no_1",79,"Low-High","No","must_probably"
"1453","1_L5","X5_highlow_no_1",26,"High-Low","No","would_possibly"
"1454","2_L5","X5_highlow_no_1",68,"High-Low","No","would_possibly"
"1455","3_L5","X5_highlow_no_1",51,"High-Low","No","would_possibly"
"1456","4_L5","X5_highlow_no_1",65,"High-Low","No","would_possibly"
"1457","5_L5","X5_highlow_no_1",26,"High-Low","No","would_possibly"
"1458","6_L5","X5_highlow_no_1",70,"High-Low","No","would_possibly"
"1459","7_L5","X5_highlow_no_1",50,"High-Low","No","would_possibly"
"1460","8_L5","X5_highlow_no_1",92,"High-Low","No","would_possibly"
"1461","9_L5","X5_highlow_no_1",9,"High-Low","No","would_possibly"
"1462","10_L5","X5_highlow_no_1",64,"High-Low","No","would_possibly"
"1463","11_L5","X5_highlow_no_1",86,"High-Low","No","would_possibly"
"1464","1_L5","X6_lowonly_yes_1",76,"Low","Yes","would_possibly"
"1465","2_L5","X6_lowonly_yes_1",40,"Low","Yes","would_possibly"
"1466","3_L5","X6_lowonly_yes_1",50,"Low","Yes","would_possibly"
"1467","4_L5","X6_lowonly_yes_1",79,"Low","Yes","would_possibly"
"1468","5_L5","X6_lowonly_yes_1",36,"Low","Yes","would_possibly"
"1469","6_L5","X6_lowonly_yes_1",70,"Low","Yes","would_possibly"
"1470","7_L5","X6_lowonly_yes_1",39,"Low","Yes","would_possibly"
"1471","8_L5","X6_lowonly_yes_1",88,"Low","Yes","would_possibly"
"1472","9_L5","X6_lowonly_yes_1",32,"Low","Yes","would_possibly"
"1473","10_L5","X6_lowonly_yes_1",38,"Low","Yes","would_possibly"
"1474","11_L5","X6_lowonly_yes_1",87,"Low","Yes","would_possibly"
"1475","1_L5","X7_highonly_yes_1",92,"High","Yes","would_possibly"
"1476","2_L5","X7_highonly_yes_1",91,"High","Yes","would_possibly"
"1477","3_L5","X7_highonly_yes_1",90,"High","Yes","would_possibly"
"1478","4_L5","X7_highonly_yes_1",89,"High","Yes","would_possibly"
"1479","5_L5","X7_highonly_yes_1",92,"High","Yes","would_possibly"
"1480","6_L5","X7_highonly_yes_1",90,"High","Yes","would_possibly"
"1481","7_L5","X7_highonly_yes_1",90,"High","Yes","would_possibly"
"1482","8_L5","X7_highonly_yes_1",93,"High","Yes","would_possibly"
"1483","9_L5","X7_highonly_yes_1",92,"High","Yes","would_possibly"
"1484","10_L5","X7_highonly_yes_1",79,"High","Yes","would_possibly"
"1485","11_L5","X7_highonly_yes_1",100,"High","Yes","would_possibly"
"1486","1_L5","X8_lowhigh_yes_1",77,"Low-High","Yes","would_possibly"
"1487","2_L5","X8_lowhigh_yes_1",71,"Low-High","Yes","would_possibly"
"1488","3_L5","X8_lowhigh_yes_1",61,"Low-High","Yes","would_possibly"
"1489","4_L5","X8_lowhigh_yes_1",91,"Low-High","Yes","would_possibly"
"1490","5_L5","X8_lowhigh_yes_1",88,"Low-High","Yes","would_possibly"
"1491","6_L5","X8_lowhigh_yes_1",85,"Low-High","Yes","would_possibly"
"1492","7_L5","X8_lowhigh_yes_1",75,"Low-High","Yes","would_possibly"
"1493","8_L5","X8_lowhigh_yes_1",93,"Low-High","Yes","would_possibly"
"1494","9_L5","X8_lowhigh_yes_1",6,"Low-High","Yes","would_possibly"
"1495","10_L5","X8_lowhigh_yes_1",70,"Low-High","Yes","would_possibly"
"1496","11_L5","X8_lowhigh_yes_1",91,"Low-High","Yes","would_possibly"
"1497","1_L5","X9_highlow_yes_1",66,"High-Low","Yes","might_probably"
"1498","2_L5","X9_highlow_yes_1",93,"High-Low","Yes","might_probably"
"1499","3_L5","X9_highlow_yes_1",55,"High-Low","Yes","might_probably"
"1500","4_L5","X9_highlow_yes_1",87,"High-Low","Yes","might_probably"
"1501","5_L5","X9_highlow_yes_1",60,"High-Low","Yes","might_probably"
"1502","6_L5","X9_highlow_yes_1",75,"High-Low","Yes","might_probably"
"1503","7_L5","X9_highlow_yes_1",50,"High-Low","Yes","might_probably"
"1504","8_L5","X9_highlow_yes_1",68,"High-Low","Yes","might_probably"
"1505","9_L5","X9_highlow_yes_1",23,"High-Low","Yes","might_probably"
"1506","10_L5","X9_highlow_yes_1",62,"High-Low","Yes","might_probably"
"1507","11_L5","X9_highlow_yes_1",95,"High-Low","Yes","might_probably"
"1508","1_L5","X10_lowonly_no_1",76,"Low","No","might_probably"
"1509","2_L5","X10_lowonly_no_1",81,"Low","No","might_probably"
"1510","3_L5","X10_lowonly_no_1",60,"Low","No","might_probably"
"1511","4_L5","X10_lowonly_no_1",47,"Low","No","might_probably"
"1512","5_L5","X10_lowonly_no_1",36,"Low","No","might_probably"
"1513","6_L5","X10_lowonly_no_1",70,"Low","No","might_probably"
"1514","7_L5","X10_lowonly_no_1",75,"Low","No","might_probably"
"1515","8_L5","X10_lowonly_no_1",75,"Low","No","might_probably"
"1516","9_L5","X10_lowonly_no_1",2,"Low","No","might_probably"
"1517","10_L5","X10_lowonly_no_1",67,"Low","No","might_probably"
"1518","11_L5","X10_lowonly_no_1",84,"Low","No","might_probably"
"1519","1_L5","X11_highonly_no_1",60,"High","No","might_probably"
"1520","2_L5","X11_highonly_no_1",51,"High","No","might_probably"
"1521","3_L5","X11_highonly_no_1",71,"High","No","might_probably"
"1522","4_L5","X11_highonly_no_1",85,"High","No","might_probably"
"1523","5_L5","X11_highonly_no_1",60,"High","No","might_probably"
"1524","6_L5","X11_highonly_no_1",60,"High","No","might_probably"
"1525","7_L5","X11_highonly_no_1",25,"High","No","might_probably"
"1526","8_L5","X11_highonly_no_1",78,"High","No","might_probably"
"1527","9_L5","X11_highonly_no_1",64,"High","No","might_probably"
"1528","10_L5","X11_highonly_no_1",67,"High","No","might_probably"
"1529","11_L5","X11_highonly_no_1",87,"High","No","might_probably"
"1530","1_L5","X12_lowhigh_no_1",29,"Low-High","No","might_probably"
"1531","2_L5","X12_lowhigh_no_1",33,"Low-High","No","might_probably"
"1532","3_L5","X12_lowhigh_no_1",50,"Low-High","No","might_probably"
"1533","4_L5","X12_lowhigh_no_1",74,"Low-High","No","might_probably"
"1534","5_L5","X12_lowhigh_no_1",29,"Low-High","No","might_probably"
"1535","6_L5","X12_lowhigh_no_1",70,"Low-High","No","might_probably"
"1536","7_L5","X12_lowhigh_no_1",66,"Low-High","No","might_probably"
"1537","8_L5","X12_lowhigh_no_1",77,"Low-High","No","might_probably"
"1538","9_L5","X12_lowhigh_no_1",4,"Low-High","No","might_probably"
"1539","10_L5","X12_lowhigh_no_1",53,"Low-High","No","might_probably"
"1540","11_L5","X12_lowhigh_no_1",85,"Low-High","No","might_probably"
"1541","1_L5","X13_highlow_no_1",41,"High-Low","No","may_certainly"
"1542","2_L5","X13_highlow_no_1",75,"High-Low","No","may_certainly"
"1543","3_L5","X13_highlow_no_1",50,"High-Low","No","may_certainly"
"1544","4_L5","X13_highlow_no_1",69,"High-Low","No","may_certainly"
"1545","5_L5","X13_highlow_no_1",60,"High-Low","No","may_certainly"
"1546","6_L5","X13_highlow_no_1",30,"High-Low","No","may_certainly"
"1547","7_L5","X13_highlow_no_1",68,"High-Low","No","may_certainly"
"1548","8_L5","X13_highlow_no_1",97,"High-Low","No","may_certainly"
"1549","9_L5","X13_highlow_no_1",4,"High-Low","No","may_certainly"
"1550","10_L5","X13_highlow_no_1",61,"High-Low","No","may_certainly"
"1551","11_L5","X13_highlow_no_1",95,"High-Low","No","may_certainly"
"1552","1_L5","X14_lowonly_yes_1",58,"Low","Yes","may_certainly"
"1553","2_L5","X14_lowonly_yes_1",50,"Low","Yes","may_certainly"
"1554","3_L5","X14_lowonly_yes_1",50,"Low","Yes","may_certainly"
"1555","4_L5","X14_lowonly_yes_1",73,"Low","Yes","may_certainly"
"1556","5_L5","X14_lowonly_yes_1",48,"Low","Yes","may_certainly"
"1557","6_L5","X14_lowonly_yes_1",80,"Low","Yes","may_certainly"
"1558","7_L5","X14_lowonly_yes_1",82,"Low","Yes","may_certainly"
"1559","8_L5","X14_lowonly_yes_1",86,"Low","Yes","may_certainly"
"1560","9_L5","X14_lowonly_yes_1",2,"Low","Yes","may_certainly"
"1561","10_L5","X14_lowonly_yes_1",76,"Low","Yes","may_certainly"
"1562","11_L5","X14_lowonly_yes_1",96,"Low","Yes","may_certainly"
"1563","1_L5","X15_highonly_yes_1",66,"High","Yes","may_certainly"
"1564","2_L5","X15_highonly_yes_1",34,"High","Yes","may_certainly"
"1565","3_L5","X15_highonly_yes_1",100,"High","Yes","may_certainly"
"1566","4_L5","X15_highonly_yes_1",94,"High","Yes","may_certainly"
"1567","5_L5","X15_highonly_yes_1",60,"High","Yes","may_certainly"
"1568","6_L5","X15_highonly_yes_1",75,"High","Yes","may_certainly"
"1569","7_L5","X15_highonly_yes_1",74,"High","Yes","may_certainly"
"1570","8_L5","X15_highonly_yes_1",99,"High","Yes","may_certainly"
"1571","9_L5","X15_highonly_yes_1",67,"High","Yes","may_certainly"
"1572","10_L5","X15_highonly_yes_1",35,"High","Yes","may_certainly"
"1573","11_L5","X15_highonly_yes_1",90,"High","Yes","may_certainly"
"1574","1_L5","X16_lowhigh_yes_1",31,"Low-High","Yes","may_certainly"
"1575","2_L5","X16_lowhigh_yes_1",66,"Low-High","Yes","may_certainly"
"1576","3_L5","X16_lowhigh_yes_1",75,"Low-High","Yes","may_certainly"
"1577","4_L5","X16_lowhigh_yes_1",92,"Low-High","Yes","may_certainly"
"1578","5_L5","X16_lowhigh_yes_1",32,"Low-High","Yes","may_certainly"
"1579","6_L5","X16_lowhigh_yes_1",80,"Low-High","Yes","may_certainly"
"1580","7_L5","X16_lowhigh_yes_1",71,"Low-High","Yes","may_certainly"
"1581","8_L5","X16_lowhigh_yes_1",90,"Low-High","Yes","may_certainly"
"1582","9_L5","X16_lowhigh_yes_1",6,"Low-High","Yes","may_certainly"
"1583","10_L5","X16_lowhigh_yes_1",56,"Low-High","Yes","may_certainly"
"1584","11_L5","X16_lowhigh_yes_1",83,"Low-High","Yes","may_certainly"
"1585","1_L5","X17_highlow_yes_1",71,"High-Low","Yes","may_definitely"
"1586","2_L5","X17_highlow_yes_1",71,"High-Low","Yes","may_definitely"
"1587","3_L5","X17_highlow_yes_1",50,"High-Low","Yes","may_definitely"
"1588","4_L5","X17_highlow_yes_1",79,"High-Low","Yes","may_definitely"
"1589","5_L5","X17_highlow_yes_1",77,"High-Low","Yes","may_definitely"
"1590","6_L5","X17_highlow_yes_1",80,"High-Low","Yes","may_definitely"
"1591","7_L5","X17_highlow_yes_1",95,"High-Low","Yes","may_definitely"
"1592","8_L5","X17_highlow_yes_1",87,"High-Low","Yes","may_definitely"
"1593","9_L5","X17_highlow_yes_1",10,"High-Low","Yes","may_definitely"
"1594","10_L5","X17_highlow_yes_1",70,"High-Low","Yes","may_definitely"
"1595","11_L5","X17_highlow_yes_1",92,"High-Low","Yes","may_definitely"
"1596","1_L5","X18_lowonly_no_1",57,"Low","No","may_definitely"
"1597","2_L5","X18_lowonly_no_1",41,"Low","No","may_definitely"
"1598","3_L5","X18_lowonly_no_1",35,"Low","No","may_definitely"
"1599","4_L5","X18_lowonly_no_1",66,"Low","No","may_definitely"
"1600","5_L5","X18_lowonly_no_1",35,"Low","No","may_definitely"
"1601","6_L5","X18_lowonly_no_1",80,"Low","No","may_definitely"
"1602","7_L5","X18_lowonly_no_1",35,"Low","No","may_definitely"
"1603","8_L5","X18_lowonly_no_1",96,"Low","No","may_definitely"
"1604","9_L5","X18_lowonly_no_1",51,"Low","No","may_definitely"
"1605","10_L5","X18_lowonly_no_1",63,"Low","No","may_definitely"
"1606","11_L5","X18_lowonly_no_1",95,"Low","No","may_definitely"
"1607","1_L5","X19_highonly_no_1",86,"High","No","may_definitely"
"1608","2_L5","X19_highonly_no_1",78,"High","No","may_definitely"
"1609","3_L5","X19_highonly_no_1",100,"High","No","may_definitely"
"1610","4_L5","X19_highonly_no_1",97,"High","No","may_definitely"
"1611","5_L5","X19_highonly_no_1",69,"High","No","may_definitely"
"1612","6_L5","X19_highonly_no_1",100,"High","No","may_definitely"
"1613","7_L5","X19_highonly_no_1",97,"High","No","may_definitely"
"1614","8_L5","X19_highonly_no_1",93,"High","No","may_definitely"
"1615","9_L5","X19_highonly_no_1",99,"High","No","may_definitely"
"1616","10_L5","X19_highonly_no_1",79,"High","No","may_definitely"
"1617","11_L5","X19_highonly_no_1",95,"High","No","may_definitely"
"1618","1_L5","X20_lowhigh_no_1",55,"Low-High","No","may_definitely"
"1619","2_L5","X20_lowhigh_no_1",88,"Low-High","No","may_definitely"
"1620","3_L5","X20_lowhigh_no_1",60,"Low-High","No","may_definitely"
"1621","4_L5","X20_lowhigh_no_1",80,"Low-High","No","may_definitely"
"1622","5_L5","X20_lowhigh_no_1",40,"Low-High","No","may_definitely"
"1623","6_L5","X20_lowhigh_no_1",80,"Low-High","No","may_definitely"
"1624","7_L5","X20_lowhigh_no_1",86,"Low-High","No","may_definitely"
"1625","8_L5","X20_lowhigh_no_1",96,"Low-High","No","may_definitely"
"1626","9_L5","X20_lowhigh_no_1",7,"Low-High","No","may_definitely"
"1627","10_L5","X20_lowhigh_no_1",66,"Low-High","No","may_definitely"
"1628","11_L5","X20_lowhigh_no_1",95,"Low-High","No","may_definitely"
"1629","1_L5","X21_highlow_no_1",20,"High-Low","No","might_definitely"
"1630","2_L5","X21_highlow_no_1",92,"High-Low","No","might_definitely"
"1631","3_L5","X21_highlow_no_1",55,"High-Low","No","might_definitely"
"1632","4_L5","X21_highlow_no_1",61,"High-Low","No","might_definitely"
"1633","5_L5","X21_highlow_no_1",26,"High-Low","No","might_definitely"
"1634","6_L5","X21_highlow_no_1",75,"High-Low","No","might_definitely"
"1635","7_L5","X21_highlow_no_1",79,"High-Low","No","might_definitely"
"1636","8_L5","X21_highlow_no_1",75,"High-Low","No","might_definitely"
"1637","9_L5","X21_highlow_no_1",0,"High-Low","No","might_definitely"
"1638","10_L5","X21_highlow_no_1",51,"High-Low","No","might_definitely"
"1639","11_L5","X21_highlow_no_1",96,"High-Low","No","might_definitely"
"1640","1_L5","X22_lowonly_yes_1",73,"Low","Yes","might_definitely"
"1641","2_L5","X22_lowonly_yes_1",50,"Low","Yes","might_definitely"
"1642","3_L5","X22_lowonly_yes_1",55,"Low","Yes","might_definitely"
"1643","4_L5","X22_lowonly_yes_1",95,"Low","Yes","might_definitely"
"1644","5_L5","X22_lowonly_yes_1",50,"Low","Yes","might_definitely"
"1645","6_L5","X22_lowonly_yes_1",75,"Low","Yes","might_definitely"
"1646","7_L5","X22_lowonly_yes_1",79,"Low","Yes","might_definitely"
"1647","8_L5","X22_lowonly_yes_1",74,"Low","Yes","might_definitely"
"1648","9_L5","X22_lowonly_yes_1",8,"Low","Yes","might_definitely"
"1649","10_L5","X22_lowonly_yes_1",74,"Low","Yes","might_definitely"
"1650","11_L5","X22_lowonly_yes_1",87,"Low","Yes","might_definitely"
"1651","1_L5","X23_highonly_yes_1",43,"High","Yes","might_definitely"
"1652","2_L5","X23_highonly_yes_1",71,"High","Yes","might_definitely"
"1653","3_L5","X23_highonly_yes_1",80,"High","Yes","might_definitely"
"1654","4_L5","X23_highonly_yes_1",83,"High","Yes","might_definitely"
"1655","5_L5","X23_highonly_yes_1",40,"High","Yes","might_definitely"
"1656","6_L5","X23_highonly_yes_1",85,"High","Yes","might_definitely"
"1657","7_L5","X23_highonly_yes_1",85,"High","Yes","might_definitely"
"1658","8_L5","X23_highonly_yes_1",93,"High","Yes","might_definitely"
"1659","9_L5","X23_highonly_yes_1",77,"High","Yes","might_definitely"
"1660","10_L5","X23_highonly_yes_1",75,"High","Yes","might_definitely"
"1661","11_L5","X23_highonly_yes_1",94,"High","Yes","might_definitely"
"1662","1_L5","X24_lowhigh_yes_1",39,"Low-High","Yes","might_definitely"
"1663","2_L5","X24_lowhigh_yes_1",78,"Low-High","Yes","might_definitely"
"1664","3_L5","X24_lowhigh_yes_1",95,"Low-High","Yes","might_definitely"
"1665","4_L5","X24_lowhigh_yes_1",87,"Low-High","Yes","might_definitely"
"1666","5_L5","X24_lowhigh_yes_1",80,"Low-High","Yes","might_definitely"
"1667","6_L5","X24_lowhigh_yes_1",90,"Low-High","Yes","might_definitely"
"1668","7_L5","X24_lowhigh_yes_1",85,"Low-High","Yes","might_definitely"
"1669","8_L5","X24_lowhigh_yes_1",74,"Low-High","Yes","might_definitely"
"1670","9_L5","X24_lowhigh_yes_1",40,"Low-High","Yes","might_definitely"
"1671","10_L5","X24_lowhigh_yes_1",81,"Low-High","Yes","might_definitely"
"1672","11_L5","X24_lowhigh_yes_1",91,"Low-High","Yes","might_definitely"
"1673","1_L5","X25_highlow_yes_1",50,"High-Low","Yes","might_certainly"
"1674","2_L5","X25_highlow_yes_1",93,"High-Low","Yes","might_certainly"
"1675","3_L5","X25_highlow_yes_1",50,"High-Low","Yes","might_certainly"
"1676","4_L5","X25_highlow_yes_1",73,"High-Low","Yes","might_certainly"
"1677","5_L5","X25_highlow_yes_1",36,"High-Low","Yes","might_certainly"
"1678","6_L5","X25_highlow_yes_1",75,"High-Low","Yes","might_certainly"
"1679","7_L5","X25_highlow_yes_1",80,"High-Low","Yes","might_certainly"
"1680","8_L5","X25_highlow_yes_1",93,"High-Low","Yes","might_certainly"
"1681","9_L5","X25_highlow_yes_1",50,"High-Low","Yes","might_certainly"
"1682","10_L5","X25_highlow_yes_1",77,"High-Low","Yes","might_certainly"
"1683","11_L5","X25_highlow_yes_1",96,"High-Low","Yes","might_certainly"
"1684","1_L5","X26_lowonly_no_1",55,"Low","No","might_certainly"
"1685","2_L5","X26_lowonly_no_1",80,"Low","No","might_certainly"
"1686","3_L5","X26_lowonly_no_1",60,"Low","No","might_certainly"
"1687","4_L5","X26_lowonly_no_1",52,"Low","No","might_certainly"
"1688","5_L5","X26_lowonly_no_1",35,"Low","No","might_certainly"
"1689","6_L5","X26_lowonly_no_1",70,"Low","No","might_certainly"
"1690","7_L5","X26_lowonly_no_1",90,"Low","No","might_certainly"
"1691","8_L5","X26_lowonly_no_1",88,"Low","No","might_certainly"
"1692","9_L5","X26_lowonly_no_1",95,"Low","No","might_certainly"
"1693","10_L5","X26_lowonly_no_1",70,"Low","No","might_certainly"
"1694","11_L5","X26_lowonly_no_1",85,"Low","No","might_certainly"
"1695","1_L5","X27_highonly_no_1",90,"High","No","might_certainly"
"1696","2_L5","X27_highonly_no_1",99,"High","No","might_certainly"
"1697","3_L5","X27_highonly_no_1",100,"High","No","might_certainly"
"1698","4_L5","X27_highonly_no_1",94,"High","No","might_certainly"
"1699","5_L5","X27_highonly_no_1",25,"High","No","might_certainly"
"1700","6_L5","X27_highonly_no_1",85,"High","No","might_certainly"
"1701","7_L5","X27_highonly_no_1",90,"High","No","might_certainly"
"1702","8_L5","X27_highonly_no_1",95,"High","No","might_certainly"
"1703","9_L5","X27_highonly_no_1",90,"High","No","might_certainly"
"1704","10_L5","X27_highonly_no_1",89,"High","No","might_certainly"
"1705","11_L5","X27_highonly_no_1",97,"High","No","might_certainly"
"1706","1_L5","X28_lowhigh_no_1",92,"Low-High","No","might_certainly"
"1707","2_L5","X28_lowhigh_no_1",76,"Low-High","No","might_certainly"
"1708","3_L5","X28_lowhigh_no_1",60,"Low-High","No","might_certainly"
"1709","4_L5","X28_lowhigh_no_1",88,"Low-High","No","might_certainly"
"1710","5_L5","X28_lowhigh_no_1",45,"Low-High","No","might_certainly"
"1711","6_L5","X28_lowhigh_no_1",80,"Low-High","No","might_certainly"
"1712","7_L5","X28_lowhigh_no_1",78,"Low-High","No","might_certainly"
"1713","8_L5","X28_lowhigh_no_1",87,"Low-High","No","might_certainly"
"1714","9_L5","X28_lowhigh_no_1",2,"Low-High","No","might_certainly"
"1715","10_L5","X28_lowhigh_no_1",63,"Low-High","No","might_certainly"
"1716","11_L5","X28_lowhigh_no_1",95,"Low-High","No","might_certainly"
"1717","1_L5","X29_highlow_no_1",86,"High-Low","No","must_possibly"
"1718","2_L5","X29_highlow_no_1",66,"High-Low","No","must_possibly"
"1719","3_L5","X29_highlow_no_1",50,"High-Low","No","must_possibly"
"1720","4_L5","X29_highlow_no_1",95,"High-Low","No","must_possibly"
"1721","5_L5","X29_highlow_no_1",40,"High-Low","No","must_possibly"
"1722","6_L5","X29_highlow_no_1",90,"High-Low","No","must_possibly"
"1723","7_L5","X29_highlow_no_1",76,"High-Low","No","must_possibly"
"1724","8_L5","X29_highlow_no_1",85,"High-Low","No","must_possibly"
"1725","9_L5","X29_highlow_no_1",9,"High-Low","No","must_possibly"
"1726","10_L5","X29_highlow_no_1",79,"High-Low","No","must_possibly"
"1727","11_L5","X29_highlow_no_1",72,"High-Low","No","must_possibly"
"1728","1_L5","X30_lowonly_yes_1",35,"Low","Yes","must_possibly"
"1729","2_L5","X30_lowonly_yes_1",55,"Low","Yes","must_possibly"
"1730","3_L5","X30_lowonly_yes_1",50,"Low","Yes","must_possibly"
"1731","4_L5","X30_lowonly_yes_1",93,"Low","Yes","must_possibly"
"1732","5_L5","X30_lowonly_yes_1",28,"Low","Yes","must_possibly"
"1733","6_L5","X30_lowonly_yes_1",90,"Low","Yes","must_possibly"
"1734","7_L5","X30_lowonly_yes_1",81,"Low","Yes","must_possibly"
"1735","8_L5","X30_lowonly_yes_1",86,"Low","Yes","must_possibly"
"1736","9_L5","X30_lowonly_yes_1",30,"Low","Yes","must_possibly"
"1737","10_L5","X30_lowonly_yes_1",84,"Low","Yes","must_possibly"
"1738","11_L5","X30_lowonly_yes_1",94,"Low","Yes","must_possibly"
"1739","1_L5","X31_highonly_yes_1",95,"High","Yes","must_possibly"
"1740","2_L5","X31_highonly_yes_1",82,"High","Yes","must_possibly"
"1741","3_L5","X31_highonly_yes_1",80,"High","Yes","must_possibly"
"1742","4_L5","X31_highonly_yes_1",91,"High","Yes","must_possibly"
"1743","5_L5","X31_highonly_yes_1",76,"High","Yes","must_possibly"
"1744","6_L5","X31_highonly_yes_1",94,"High","Yes","must_possibly"
"1745","7_L5","X31_highonly_yes_1",99,"High","Yes","must_possibly"
"1746","8_L5","X31_highonly_yes_1",97,"High","Yes","must_possibly"
"1747","9_L5","X31_highonly_yes_1",6,"High","Yes","must_possibly"
"1748","10_L5","X31_highonly_yes_1",70,"High","Yes","must_possibly"
"1749","11_L5","X31_highonly_yes_1",97,"High","Yes","must_possibly"
"1750","1_L5","X32_lowhigh_yes_1",85,"Low-High","Yes","must_possibly"
"1751","2_L5","X32_lowhigh_yes_1",78,"Low-High","Yes","must_possibly"
"1752","3_L5","X32_lowhigh_yes_1",50,"Low-High","Yes","must_possibly"
"1753","4_L5","X32_lowhigh_yes_1",93,"Low-High","Yes","must_possibly"
"1754","5_L5","X32_lowhigh_yes_1",67,"Low-High","Yes","must_possibly"
"1755","6_L5","X32_lowhigh_yes_1",85,"Low-High","Yes","must_possibly"
"1756","7_L5","X32_lowhigh_yes_1",35,"Low-High","Yes","must_possibly"
"1757","8_L5","X32_lowhigh_yes_1",88,"Low-High","Yes","must_possibly"
"1758","9_L5","X32_lowhigh_yes_1",0,"Low-High","Yes","must_possibly"
"1759","10_L5","X32_lowhigh_yes_1",59,"Low-High","Yes","must_possibly"
"1760","11_L5","X32_lowhigh_yes_1",93,"Low-High","Yes","must_possibly"
"1761","1_L6","X1_lowhigh_yes_1",57,"Low-High","Yes","must_probably"
"1762","2_L6","X1_lowhigh_yes_1",70,"Low-High","Yes","must_probably"
"1763","3_L6","X1_lowhigh_yes_1",55,"Low-High","Yes","must_probably"
"1764","4_L6","X1_lowhigh_yes_1",91,"Low-High","Yes","must_probably"
"1765","5_L6","X1_lowhigh_yes_1",89,"Low-High","Yes","must_probably"
"1766","6_L6","X1_lowhigh_yes_1",100,"Low-High","Yes","must_probably"
"1767","7_L6","X1_lowhigh_yes_1",40,"Low-High","Yes","must_probably"
"1768","8_L6","X1_lowhigh_yes_1",86,"Low-High","Yes","must_probably"
"1769","9_L6","X1_lowhigh_yes_1",80,"Low-High","Yes","must_probably"
"1770","10_L6","X1_lowhigh_yes_1",95,"Low-High","Yes","must_probably"
"1771","11_L6","X1_lowhigh_yes_1",45,"Low-High","Yes","must_probably"
"1772","1_L6","X2_highlow_yes_1",95,"High-Low","Yes","must_probably"
"1773","2_L6","X2_highlow_yes_1",75,"High-Low","Yes","must_probably"
"1774","3_L6","X2_highlow_yes_1",91,"High-Low","Yes","must_probably"
"1775","4_L6","X2_highlow_yes_1",80,"High-Low","Yes","must_probably"
